assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,0,172850,None,,0,0,-3,3,0.0,614,218,None,,0,2,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,588,214,0,0,0,0.0,617,218,160,False,0.0,616,218,0,,None,47,335,42,0,0,None,0,,172850.jpg,0.0,620,216,0,241,0,0,Chilwell,0.5,253,92,False,None,0,0,a,6,8,0.0,593,212,0,21621,135,69778,110,0.0,0.0,Chilwell,0
0,0,0,100,100,0,0,478912,None,,0,0,-2,2,0.0,621,281,None,,0,3,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Carney,0.0,600,260,0,0,0,0.0,624,279,161,False,0.0,623,278,0,,2024-10-04T12:30:06.437566Z,48,324,215,0,0,None,0,,478912.jpg,0.0,627,281,0,241,0,0,Chukwuemeka,0.0,516,201,False,None,0,0,a,6,8,0.0,605,272,0,3492,8,6182,16,0.0,0.0,Chukwuemeka,0
0,1,108,None,None,2,0.22,460028,None,,0,0,1,-1,38.7,229,63,None,,0,2,0.5,1.5,0,0.51,0.06,0.69,0.08,0.18,11.32,1.26,0.02,Levi,1.0,240,73,11,1.22,0,24.1,172,48,162,False,167.4,73,22,810,,None,46,352,51,0,0,None,0,,460028.jpg,2.3,183,57,0,241,0,0.0,Colwill,3.0,109,42,False,None,9,1.0,a,6,8,34.0,210,56,21,453324,636,233841,1037,0.2,4.6,Colwill,2
0,0,90,100,100,2,0.3,179268,None,,0,0,0,0,36.5,233,66,None,,0,2,0.0,1.0,0,0.64,0.1,0.64,0.1,0.00,7.29,1.09,0.0,Marc,0.5,312,106,7,1.05,0,14.6,247,81,163,False,95.8,190,74,602,,2024-10-06T22:00:07.319833Z,50,198,22,0,0,None,0,,179268.jpg,2.0,224,75,0,200,0,0.0,Cucurella Saseta,4.2,88,34,False,None,7,1.05,a,6,8,14.0,276,84,16,306182,615,556602,1133,0.1,3.2,Cucurella,5
0,0,0,0,0,0,0,520295,None,,0,0,-1,1,0.0,658,68,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David Datro,0.0,647,67,0,0,0,0.0,659,68,164,False,0.0,659,68,0,Transferred to AEK Athens,2024-09-11T14:26:52.770225Z,54,144,42,0,0,None,0,,520295.jpg,0.0,658,68,0,54,0,0,Fofana,0.1,484,64,False,None,0,0,u,6,8,0.0,655,68,0,4727,0,14335,10,0.0,0.0,D.D.Fofana,0
0,0,0,None,None,0,0,617054,None,,0,0,0,0,0.0,650,66,None,,0,4,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Deivid Washington,0.0,636,64,0,0,0,0.0,652,66,165,False,0.0,651,66,0,,None,50,247,54,0,0,None,0,,617054.jpg,0.0,651,66,0,30,0,0,de Souza Eugênio,0.1,409,58,False,None,0,0,a,6,8,0.0,646,66,0,11623,30,13504,64,0.0,0.0,Deivid,0
0,0,9,None,None,0,0.0,215413,None,,0,0,-4,4,12.4,315,183,None,,0,3,-0.5,0.5,0,0.03,0.06,0.03,0.06,0.00,0.34,0.7,0.0,Kiernan,0.0,651,293,1,2.05,0,2.0,389,193,166,False,7.4,390,188,44,,None,56,107,65,0,0,None,0,,215413.jpg,1.0,407,203,0,241,0,0.0,Dewsbury-Hall,0.1,418,151,False,None,0,0.0,a,6,8,0.0,660,299,3,5077,10,22124,32,0.0,0.5,Dewsbury-Hall,0
0,0,29,None,None,1,0.96,220362,None,,0,0,-2,2,1.5,382,131,None,,0,2,-0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,1.90,1.82,0.0,Axel,0.0,475,186,0,0.0,0,1.5,403,135,167,False,13.0,367,130,94,,None,43,554,140,0,0,None,0,,220362.jpg,3.5,73,16,0,73,0,0.0,Disasi,0.3,314,114,False,None,1,0.96,a,6,8,0.0,472,184,7,21172,41,40365,94,0.0,1.6,Disasi,0
0,0,89,None,None,1,0.16,448047,3,,0,0,-2,2,160.3,48,41,None,,0,3,0.5,1.5,0,0.66,0.1,1.00,0.15,0.34,5.70,0.91,0.05,Enzo,1.0,242,115,8,1.27,0,30.3,121,71,168,False,85.2,204,84,566,,None,48,318,211,0,0,4,0,,448047.jpg,1.8,250,110,0,10,0,0.0,Fernández,1.2,189,57,False,None,6,0.95,a,6,8,57.0,152,95,14,123378,169,178731,496,0.2,2.9,Enzo,1
0,0,0,0,0,0,0,232787,None,,0,0,-1,1,0.0,662,301,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Conor,0.0,652,294,0,0,0,0.0,662,301,169,False,0.0,662,301,0,Transferred to Atletico Madrid,2024-08-22T11:20:34.236891Z,59,87,55,0,0,None,0,,232787.jpg,0.0,661,301,0,None,0,0,Gallagher,0.2,403,144,False,None,0,0,u,6,8,0.0,661,300,0,1567,0,71104,9,0.0,0.0,Gallagher,0
0,0,0,0,0,0,0,514280,None,,0,0,0,0,0.0,478,173,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,435,152,0,0,0,0.0,494,173,170,False,0.0,491,173,0,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z,40,643,195,0,0,None,0,,514280.jpg,0.0,500,172,0,None,0,0,Gilchrist,0.0,531,187,False,None,0,0,u,6,8,0.0,435,154,0,0,0,6143,5,0.0,0.0,Gilchrist,0
0,0,47,100,100,0,0.0,482609,None,,0,0,-1,1,63.1,167,40,None,,0,2,0.7,1.7,0,0.29,0.04,0.77,0.11,0.48,8.64,1.3,0.07,Malo,1.2,225,64,11,1.65,0,20.2,205,63,171,False,87.4,202,78,600,,2024-09-02T01:30:06.042221Z,49,282,29,0,0,None,0,,482609.jpg,1.3,312,102,0,73,0,0.0,Gusto,1.6,164,61,False,None,7,1.05,a,6,8,51.0,166,34,9,145999,525,306883,449,0.2,1.8,Gusto,1
0,0,18,100,100,0,0.0,225796,2,,0,0,-1,1,16.2,297,92,2,,0,2,0.0,1.0,0,0.05,0.03,0.05,0.03,0.00,3.76,2.38,0.0,Reece,0.5,311,105,3,1.9,0,4.3,353,115,172,False,27.2,325,116,142,,2024-07-17T13:30:05.006577Z,49,272,27,0,0,None,0,,225796.jpg,1.0,389,134,0,241,0,0.0,James,0.5,265,97,False,None,2,1.27,a,6,8,0.0,617,218,2,45405,1093,12993,186,0.1,0.4,James,0
0,0,0,0,0,0,0,549068,None,,0,0,-1,1,0.0,540,227,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omari,0.0,507,195,0,0,0,0.0,545,224,173,False,0.0,542,221,0,Hamstring injury - Unknown return date,2024-09-08T23:00:06.668188Z,44,528,303,0,0,None,0,,549068.jpg,0.0,549,228,0,241,0,0,Kellyman,0.0,561,230,False,None,0,0,i,6,8,0.0,509,212,0,2589,12,4470,9,0.0,0.0,Kellyman,0
1,0,51,100,100,0,0.0,514356,None,,0,0,0,0,35.4,238,145,None,,0,3,0.7,1.7,0,0.21,0.09,0.21,0.09,0.00,4.37,1.98,0.0,Roméo,1.2,221,105,4,1.81,0,8.8,300,151,174,False,52.0,276,125,199,,2024-08-27T11:00:05.591579Z,45,439,268,0,0,None,0,,514356.jpg,2.0,219,92,0,21,0,0.0,Lavia,0.9,213,68,False,None,3,1.36,a,6,8,0.0,563,244,8,129964,710,153993,334,0.3,1.8,Lavia,1
0,0,0,0,0,0,0,66749,None,,0,0,-2,2,0.0,664,71,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romelu,0.0,654,70,0,0,0,0.0,664,71,175,False,0.0,664,71,0,Permanent transfer to Napoli,2024-08-30T10:21:53.872158Z,63,53,20,0,0,None,0,,66749.jpg,0.0,663,71,0,None,0,0,Lukaku Bolingoli,0.2,357,54,False,None,0,0,u,6,8,0.0,663,71,0,8049,0,59739,19,0.0,0.0,Lukaku,0
0,0,0,0,0,0,0,204727,None,,0,0,0,0,0.0,551,212,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malang,0.0,519,208,0,0,0,0.0,555,212,176,False,0.0,552,212,0,Permanent move to RC Lens,2024-07-29T09:46:25.583703Z,45,375,64,0,0,None,0,,204727.jpg,0.0,559,210,0,None,0,0,Sarr,0.0,660,219,False,None,0,0,u,6,8,0.0,523,204,0,0,0,429,0,0.0,0.0,M.Sarr,0
1,6,163,None,None,2,0.29,248857,None,,0,0,0,0,132.7,65,52,None,,1,3,2.7,3.7,0,0.62,0.09,2.68,0.39,2.06,9.46,1.38,0.3,Noni,3.2,62,22,9,1.31,4,65.7,17,12,177,False,194.4,58,16,617,,None,65,46,27,0,0,3,0,,248857.jpg,5.8,13,7,0,241,0,0.0,Madueke,8.3,53,14,False,None,8,1.17,a,6,8,329.0,7,4,46,1935725,4129,1269694,5163,0.5,7.1,Madueke,1
0,0,2,None,None,0,0.0,499309,None,,0,0,-2,2,0.3,404,43,None,,0,4,-0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.11,0.41,0.0,Marc,0.0,601,55,1,3.75,0,0.0,625,57,178,False,0.0,624,57,24,,None,48,328,62,0,0,None,0,,499309.jpg,1.0,384,36,0,200,0,0.0,Guiu Paz,0.6,241,41,False,None,0,0.0,a,6,8,0.0,607,57,1,64801,155,94472,284,0.0,0.2,Marc Guiu,0
0,0,23,None,None,0,0.0,465920,None,,0,0,-3,3,29.8,257,155,None,,0,3,0.0,1.0,0,0.52,0.45,0.76,0.66,0.24,2.89,2.5,0.21,Mykhailo,0.5,325,159,2,1.73,0,6.8,321,159,179,False,20.0,338,157,104,,None,62,72,48,0,0,None,0,,465920.jpg,1.0,409,205,0,225,0,0.0,Mudryk,0.2,337,118,False,None,1,0.87,a,6,8,19.0,255,147,5,14606,74,33117,58,0.1,0.8,Mudryk,0
3,9,231,None,None,2,0.26,517052,None,,0,0,4,-4,126.6,75,3,None,,2,4,3.7,4.7,0,0.27,0.04,6.08,0.8,5.81,10.44,1.37,0.76,Nicolas,4.2,36,9,10,1.31,6,74.0,10,2,180,False,278.2,11,2,688,,None,79,13,5,0,0,None,0,,517052.jpg,6.3,9,4,0,189,0,0.0,Jackson,17.8,18,5,False,None,9,1.18,a,6,8,335.0,6,3,57,2547317,10272,991935,6700,0.5,7.2,N.Jackson,3
0,1,51,None,None,0,0.0,213198,None,,0,0,-6,6,51.4,194,124,None,,0,3,0.0,1.0,0,0.19,0.11,2.21,1.31,2.02,1.93,1.15,1.2,Christopher,0.5,323,157,1,0.6,1,22.4,185,98,181,False,62.8,247,111,151,,None,59,85,53,0,0,2,0,,213198.jpg,1.6,280,130,0,73,0,0.0,Nkunku,2.6,117,38,False,None,1,0.6,a,6,8,112.0,79,48,14,226893,275,1502984,882,0.1,2.4,Nkunku,1
5,12,322,100,100,2,0.23,244851,1,,0,0,5,-5,336.3,4,4,1,,3,3,4.0,5.0,0,2.22,0.26,6.72,0.78,4.50,11.18,1.3,0.52,Cole,4.5,33,9,11,1.28,7,98.8,4,3,182,True,409.4,2,1,775,,2024-09-04T10:00:05.275173Z,110,3,2,0,0,1,0,,244851.jpg,8.8,2,2,0,241,0,0.0,Palmer,56.2,2,1,False,None,9,1.05,a,6,8,241.0,26,16,79,3661505,11344,1616909,3295,0.4,7.2,Palmer,3
0,0,0,0,0,0,0,457569,None,,0,0,-1,1,0.0,536,61,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Đorđe,0.0,503,69,0,0,0,0.0,541,69,183,False,0.0,538,69,0,Loaned to Strasbourg,2024-08-31T06:26:07.653045Z,44,520,31,0,0,None,0,,457569.jpg,0.0,545,69,0,None,0,0,Petrović,0.2,350,50,False,None,0,0,u,6,8,0.0,505,54,0,2753,0,58303,44,0.0,0.0,Petrović,0
0,0,17,None,None,1,0.55,551230,None,,0,0,0,0,8.4,339,189,None,,0,3,-0.5,0.5,0,0.15,0.08,0.31,0.17,0.16,2.29,1.26,0.09,Renato,0.0,573,242,1,0.55,0,5.8,333,165,184,False,30.4,320,147,164,,None,45,455,281,0,0,None,0,,551230.jpg,1.0,366,173,0,173,0,0.0,Palma Veiga,0.2,334,116,False,None,1,0.55,a,6,8,19.0,249,141,5,37015,47,26520,115,0.0,1.1,Renato Veiga,2
0,5,154,None,None,2,0.22,215059,None,,0,0,2,-2,0.0,615,66,None,,2,1,1.3,2.3,0,0.01,0.0,0.01,0.0,0.00,11.58,1.29,0.0,Robert,1.8,177,17,11,1.22,0,28.5,137,4,185,False,286.0,9,4,810,,None,47,337,11,0,0,None,1,,215059.jpg,4.3,35,5,0,200,37,4.11,Sánchez,11.6,33,6,False,None,9,1.0,a,6,8,0.0,594,62,39,1350666,1276,475399,2767,0.4,8.3,Sánchez,2
0,0,42,None,None,1,0.53,109646,None,,0,0,-2,2,11.7,319,101,None,,0,2,-0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,3.16,1.66,0.0,Tosin,0.0,465,177,2,1.05,0,5.1,339,109,187,False,38.6,303,106,171,,None,43,539,127,0,0,None,0,,109646.jpg,1.8,245,79,0,241,0,0.0,Adarabioyo,0.2,387,139,False,None,2,1.05,a,6,8,0.0,463,177,7,14178,21,24199,66,0.0,1.6,Tosin,1
0,2,77,100,100,1,0.13,444463,None,,0,0,0,0,51.8,193,48,None,,0,2,0.0,1.0,0,0.11,0.01,0.15,0.02,0.04,9.29,1.22,0.01,Wesley,0.5,302,100,9,1.18,0,20.2,203,61,189,False,133.0,131,53,686,,2024-10-06T22:00:07.368413Z,45,397,80,0,0,None,0,,444463.jpg,1.5,286,94,0,73,0,0.0,Fofana,0.5,260,94,False,None,8,1.05,a,6,8,16.0,266,78,12,70772,89,68652,131,0.1,2.7,W.Fofana,6
4,1,79,100,0,0,0.0,209243,None,,0,0,-2,2,116.5,89,66,None,,0,3,0.3,0.0,0,0.86,0.25,0.94,0.27,0.08,3.60,1.06,0.02,Jadon,0.8,286,141,4,1.18,0,23.3,180,96,386,False,75.8,222,96,305,,2024-10-25T22:30:06.373335Z,63,57,35,0,0,None,0,,209243.jpg,3.8,59,25,0,241,0,0.0,Sancho,1.4,180,55,False,None,4,1.18,a,6,8,41.0,194,110,19,326807,178,250983,2340,0.1,3.0,Sancho,1
2,1,70,None,None,0,0.0,247632,4,,0,0,-3,3,174.8,41,36,None,,0,3,1.0,2.0,0,0.77,0.18,1.08,0.25,0.31,5.22,1.25,0.07,Pedro,1.5,216,104,4,0.96,0,33.2,101,61,560,False,90.0,197,81,375,,None,62,70,46,0,0,None,0,,247632.jpg,1.6,281,131,0,173,0,0.0,Lomba Neto,0.7,230,75,False,None,3,0.72,a,6,8,67.0,134,86,14,71940,543,127879,236,0.2,2.3,Neto,3
0,0,0,0,0,0,0,488464,None,,0,0,0,0,0.0,472,169,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Caleb,0.0,427,146,0,0,0,0.0,488,169,575,False,0.0,485,169,0,Loaned to Strasbourg,2024-08-13T07:07:06.645739Z,40,635,189,0,0,None,0,,488464.jpg,0.0,493,167,0,None,0,0,Wiley,0.0,583,198,False,None,0,0,u,6,8,0.0,428,149,0,0,0,3205,5,0.0,0.0,Wiley,0
0,0,0,None,None,0,0,508479,None,,0,0,-2,2,0.0,512,49,None,,0,1,-0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,481,63,0,0,0,0.0,527,65,581,False,0.0,524,65,0,,None,43,565,39,0,0,None,0,,508479.jpg,0.0,532,65,0,58,0,0,Jørgensen,0.2,363,53,False,None,0,0,a,6,8,0.0,478,42,0,6485,14,23959,46,0.0,0.0,Jørgensen,0
0,0,33,None,None,0,0.0,428399,None,,0,0,-4,4,19.9,282,166,None,,0,3,-0.3,0.7,0,0.11,0.08,0.58,0.44,0.47,1.18,0.9,0.36,João,0.2,374,189,0,0.0,1,12.1,271,134,621,False,45.0,290,136,118,,None,61,75,50,0,0,None,0,,428399.jpg,1.8,254,114,0,173,0,0.0,Félix Sequeira,0.5,255,81,False,None,0,0.0,a,6,8,57.0,156,98,9,144721,154,133574,193,0.0,1.5,João Félix,1
0,0,58,None,None,1,0.19,205533,None,,0,0,-1,1,61.9,170,20,None,,0,4,1.5,1.5,2,0.39,0.07,1.37,0.25,0.98,7.91,1.49,0.18,Eddie,1.5,214,30,8,1.51,0,23.2,181,25,11,False,34.4,313,32,477,,None,59,84,25,0,0,None,0,,205533.jpg,1.7,267,33,0,241,0,0.0,Nketiah,0.7,223,39,False,None,6,1.13,a,7,31,138.0,62,22,12,153412,113,130345,490,0.3,2.0,Nketiah,1
0,2,65,100,100,1,0.27,180736,None,,0,0,-1,1,16.6,295,91,None,,2,2,4.8,4.8,7,0.06,0.02,0.42,0.12,0.36,5.04,1.34,0.1,Trevoh,4.8,24,6,4,1.06,1,11.8,275,89,159,False,58.8,253,91,339,,2024-09-13T15:30:06.602568Z,44,491,98,0,0,None,0,,180736.jpg,4.8,20,3,0,241,0,0.0,Chalobah,0.3,328,117,False,None,4,1.06,a,7,31,42.0,186,46,19,23297,281,19196,67,1.1,4.3,Chalobah,0
0,0,0,0,0,0,0,466117,None,,0,0,0,0,0.0,570,244,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Naouirou,0.0,538,213,0,0,0,0.0,574,241,190,False,0.0,571,238,0,Loaned to Rennes,2024-08-31T06:25:25.419519Z,45,409,246,0,0,None,0,,466117.jpg,0.0,578,245,0,None,0,0,Ahamada,0.1,417,150,False,None,0,0,u,7,31,0.0,542,230,0,6178,0,30108,40,0.0,0.0,Ahamada,0
1,0,20,100,100,0,0.0,438464,None,,0,0,-1,1,5.9,351,194,None,,0,3,0.0,0.0,0,0.01,0.01,0.05,0.05,0.04,1.31,1.3,0.04,Cheick,0.0,612,267,1,0.99,0,2.9,369,181,193,False,17.6,349,164,91,,2024-09-14T18:00:06.266238Z,49,278,183,0,0,None,0,,438464.jpg,2.0,222,94,0,132,0,0.0,Doucouré,0.1,498,189,False,None,1,0.99,a,7,31,6.0,329,181,6,10721,13,16094,7,0.0,1.2,C.Doucouré,0
0,0,35,50,0,1,0.26,427623,None,,0,0,-1,1,3.6,361,120,None,,0,2,0.0,0.0,0,0.01,0.0,0.13,0.03,0.12,6.69,1.76,0.03,Chris,0.0,500,202,5,1.31,0,6.7,322,105,194,False,56.8,261,96,343,Hamstring injury - 50% chance of playing,2024-09-27T15:30:06.509919Z,44,516,115,0,0,None,0,,427623.jpg,2.2,197,64,0,229,0,0.0,Richards,0.1,439,159,False,None,4,1.05,d,7,31,6.0,323,106,9,5420,1,16017,28,0.0,2.0,C.Richards,1
0,0,3,0,0,0,0.0,515621,None,,0,0,-2,2,1.3,384,132,None,,0,2,0.0,0.0,0,0.02,0.02,0.02,0.02,0.00,1.39,1.39,0.0,Chadi,0.0,482,190,2,2.0,0,2.0,386,127,195,False,18.2,345,124,90,Knee injury - Expected back 23 Nov,2024-08-28T16:30:04.488064Z,43,567,150,0,0,None,0,,515621.jpg,1.0,353,125,0,145,0,0.0,Riad Dnanou,0.1,508,184,False,None,1,1.0,i,7,31,0.0,479,188,1,1534,1,12223,11,0.0,0.2,Chadi Riad,0
0,0,37,None,None,1,0.4,57328,None,,0,0,-1,1,2.9,368,125,None,,0,2,1.5,1.5,0,0.02,0.01,0.03,0.01,0.01,4.64,1.85,0.0,Nathaniel,1.5,192,57,3,1.19,0,3.7,359,118,196,False,31.4,318,113,226,,None,44,476,89,0,0,None,0,,57328.jpg,3.0,111,31,0,241,0,0.0,Clyne,0.1,434,158,False,None,2,0.8,a,7,31,3.0,347,113,9,5199,9,8645,23,0.3,2.0,Clyne,0
0,0,0,0,0,0,0,450535,None,,0,0,0,0,0.0,561,237,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malcolm,0.0,529,206,0,0,0,0.0,565,234,197,False,0.0,562,231,0,Season long loan to Oxford United,2024-08-06T17:23:26.723638Z,45,398,238,0,0,None,0,,450535.jpg,0.0,569,238,0,None,0,0,Ebiowei,0.0,659,297,False,None,0,0,u,7,31,0.0,533,223,0,0,0,426,2,0.0,0.0,Ebiowei,0
1,3,144,0,0,2,0.22,232413,1,,0,0,-3,3,252.9,18,15,1,,1,3,0.0,0.0,0,1.38,0.15,4.30,0.47,2.92,12.81,1.42,0.32,Eberechi,2.5,121,51,11,1.22,1,67.6,16,11,199,False,158.2,84,28,810,Hamstring injury - Expected back 23 Nov,2024-10-31T02:30:07.120686Z,67,37,20,0,0,2,0,,232413.jpg,3.4,84,36,0,241,0,0.0,Eze,11.1,37,10,False,None,9,1.0,i,7,31,266.0,16,8,31,931125,60,3055333,23064,0.4,4.6,Eze,0
0,2,140,None,None,2,0.2,209036,None,,0,0,-1,1,39.8,228,62,None,,1,2,2.8,2.8,1,0.23,0.02,0.49,0.05,0.26,14.20,1.45,0.03,Marc,2.8,87,27,13,1.33,1,36.4,84,15,200,False,267.4,13,3,882,,None,44,495,100,0,0,None,0,,209036.jpg,3.0,113,32,0,241,0,0.0,Guéhi,6.7,63,23,False,None,10,1.02,a,7,31,56.0,157,28,30,326483,1794,349996,1018,0.6,6.8,Guéhi,1
0,3,117,None,None,2,0.2,172649,None,,0,0,-1,1,0.0,521,55,None,,1,1,3.8,3.8,1,0.00,0.0,0.01,0.0,0.01,14.20,1.45,0.0,Dean,3.8,43,5,13,1.33,0,23.3,178,8,201,False,229.2,28,8,882,,None,44,490,25,0,0,None,0,,172649.jpg,3.3,86,12,0,241,32,3.27,Henderson,10.6,40,7,False,None,10,1.02,a,7,31,4.0,337,1,33,468978,2598,1041325,905,0.9,7.5,Henderson,1
0,0,0,None,None,0,0,156074,None,,0,0,-2,2,0.0,503,192,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rob,0.0,469,180,0,0,0,0.0,518,193,202,False,0.0,515,193,0,,None,43,545,131,0,0,None,0,,156074.jpg,0.0,523,191,0,241,0,0,Holding,0.1,462,168,False,None,0,0,a,7,31,0.0,467,179,0,1838,8,6090,9,0.0,0.0,Holding,0
0,0,46,100,100,1,0.2,108413,2,,0,0,-1,1,110.1,100,75,None,,0,3,1.5,1.5,2,0.37,0.07,0.80,0.16,0.43,7.99,1.61,0.09,Will,1.5,198,90,7,1.41,0,20.4,200,102,203,False,65.2,244,109,446,,2024-08-23T14:00:06.339937Z,49,252,163,0,0,None,0,,108413.jpg,1.1,333,164,0,241,0,0.0,Hughes,0.0,540,217,False,None,4,0.81,a,7,31,30.0,221,125,10,2296,24,3999,8,0.3,2.0,Hughes,4
0,0,69,None,None,1,0.17,209400,None,,0,0,-4,4,108.2,103,77,None,,0,3,1.2,1.2,2,0.29,0.05,0.87,0.15,0.58,8.78,1.51,0.1,Daichi,1.2,227,110,9,1.55,0,23.3,179,95,205,False,74.0,225,97,523,,None,51,183,116,0,0,None,0,,209400.jpg,1.5,292,138,0,108,0,0.0,Kamada,0.2,406,145,False,None,6,1.03,a,7,31,50.0,167,102,15,11347,74,51567,32,0.2,2.9,Kamada,2
0,0,51,0,0,1,0.22,152551,None,,0,0,-2,2,56.2,186,120,None,,0,3,0.0,0.0,0,0.40,0.09,0.51,0.11,0.11,6.02,1.31,0.02,Jefferson,0.8,268,130,5,1.09,0,13.0,262,127,206,False,55.4,266,118,414,Hamstring injury - Expected back 23 Nov,2024-10-27T22:00:06.083970Z,48,299,200,0,0,None,0,,152551.jpg,1.3,310,149,0,48,0,0.0,Lerma Solís,0.1,509,196,False,None,5,1.09,i,7,31,18.0,259,148,9,3795,0,6113,54,0.2,1.9,Lerma,3
0,6,122,None,None,1,0.14,231747,None,,0,0,-2,2,89.5,123,11,None,,1,4,3.0,3.0,2,0.37,0.05,2.81,0.39,2.44,10.20,1.43,0.34,Jean-Philippe,3.0,83,18,10,1.4,3,33.2,102,17,207,False,115.2,159,18,644,,None,73,21,8,0,0,1,0,,231747.jpg,3.3,94,20,0,73,0,0.0,Mateta,3.1,107,17,False,None,8,1.12,a,7,31,131.0,67,23,33,395886,1048,688271,1249,0.4,4.5,Mateta,1
0,0,0,0,0,0,0,536694,None,,0,0,-1,1,0.0,539,226,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Matheus,0.0,506,194,0,0,0,0.0,544,223,208,False,0.0,541,220,0,Groin Injury - Expected back 04 Jan,2024-09-27T15:30:06.533416Z,44,526,302,0,0,None,0,,536694.jpg,0.0,548,227,0,30,0,0,França de Oliveira,0.5,248,80,False,None,0,0,i,7,31,0.0,508,211,0,120195,18,81128,281,0.0,0.0,M.França,0
0,0,0,None,None,0,0,169593,None,,0,0,0,0,0.0,439,20,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Remi,0.0,393,35,0,0,0,0.0,456,39,209,False,0.0,453,39,0,,None,40,593,50,0,0,None,0,,169593.jpg,0.0,463,39,0,241,0,0,Matthews,0.6,235,35,False,None,0,0,a,7,31,0.0,392,12,0,17006,14,52009,44,0.0,0.0,Matthews,0
1,0,126,None,None,2,0.22,244723,None,,0,0,-1,1,151.7,52,8,None,,0,2,2.5,2.5,1,1.01,0.11,1.31,0.14,0.30,13.61,1.47,0.03,Tyrick,2.5,106,37,13,1.41,0,36.2,86,16,210,False,165.2,75,24,832,,None,49,276,28,0,0,None,0,,244723.jpg,2.5,165,50,0,241,0,0.0,Mitchell,1.7,156,57,False,None,10,1.08,a,7,31,44.0,183,43,25,78198,597,149702,367,0.5,5.1,Mitchell,0
1,0,88,100,100,2,0.23,247348,None,,0,0,-2,2,135.7,64,12,None,,0,2,2.0,2.0,1,0.60,0.07,1.34,0.15,0.74,13.04,1.47,0.08,Daniel,2.0,155,50,13,1.47,0,36.5,82,14,211,False,142.0,116,45,798,,2024-10-05T18:00:07.079825Z,48,314,36,0,0,None,0,,247348.jpg,2.2,202,67,0,48,0,0.0,Muñoz,1.7,151,56,False,None,10,1.13,a,7,31,87.0,105,12,22,100991,349,356780,284,0.4,4.6,Muñoz,3
0,0,0,0,0,0,0,531989,None,,0,0,0,0,0.0,594,263,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David,0.0,565,235,0,0,0,0.0,597,260,212,False,0.0,594,257,0,Season long loan to Derby County,2024-07-26T08:51:53.649693Z,45,447,274,0,0,None,0,,531989.jpg,0.0,601,264,0,None,0,0,Ozoh,0.0,664,301,False,None,0,0,u,7,31,0.0,570,250,0,0,0,276,0,0.0,0.0,Ozoh,0
