assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,23,None,None,0,0.0,220583,None,,0,0,0,0,2.8,370,126,None,,0,2,0.0,0.5,0,0.01,0.0,0.04,0.01,0.03,9.44,2.25,0.01,Luke,0.5,291,91,10,2.39,0,8.2,303,97,284,False,72.2,227,84,377,,None,40,608,176,0,0,None,0,,220583.jpg,0.8,417,138,0,241,0,0.0,Woolfenden,1.8,148,54,False,None,4,0.95,a,10,40,6.0,319,102,4,115783,55,80020,386,0.1,1.0,Woolfenden,1
0,0,69,0,100,1,0.17,155405,2,,0,0,-1,1,49.2,203,129,2,,0,3,0.0,1.2,-1,0.22,0.04,0.54,0.09,0.32,12.54,2.11,0.05,Kalvin,1.2,224,108,14,2.35,0,12.9,265,130,359,False,68.4,234,102,536,Suspended until 24 Nov,2024-11-02T18:30:07.799850Z,49,258,166,0,0,None,0,,155405.jpg,1.6,275,125,1,241,0,0.0,Phillips,0.1,472,175,False,None,7,1.18,s,10,40,11.0,291,161,11,4352,16,8733,40,0.2,2.2,Phillips,1
0,3,82,100,100,1,0.11,232917,None,,0,0,-1,1,0.0,530,59,None,,0,1,1.7,2.2,2,0.00,0.0,0.00,0.0,0.00,20.85,2.32,0.0,Arijanet,2.2,127,12,19,2.11,0,24.6,164,6,568,False,245.4,19,6,810,,2024-08-17T20:30:06.519689Z,44,512,29,0,0,None,0,,232917.jpg,2.9,124,20,0,286,38,4.22,Muric,1.2,186,27,False,None,9,1.0,a,10,40,0.0,499,52,26,142559,110,67543,436,0.5,5.9,Muric,1
0,0,2,None,None,0,0.0,108053,None,,0,0,0,0,10.0,331,106,None,,0,2,-0.3,0.2,0,0.00,0.0,0.00,0.0,0.00,0.23,20.7,0.0,Conor,0.2,329,109,1,90.0,0,1.4,405,137,583,False,4.0,405,141,1,,None,40,586,162,0,0,None,0,,108053.jpg,1.0,338,111,0,241,0,0.0,Townsend,0.4,274,102,False,None,0,0.0,a,10,40,0.0,385,128,1,20229,51,22152,75,0.0,0.2,Townsend,0
0,0,70,None,None,1,0.19,172453,None,,0,0,-2,2,48.6,204,130,None,,0,3,2.5,3.0,3,0.13,0.03,2.18,0.43,2.05,12.53,2.41,0.4,Sam,3.0,78,29,8,1.54,2,23.0,182,97,611,False,95.6,191,77,467,,None,58,92,57,0,0,None,0,,172453.jpg,2.5,170,72,0,104,0,0.0,Szmodics,0.3,316,106,False,None,6,1.16,a,10,40,87.0,106,69,25,65621,123,55342,198,0.5,4.3,Szmodics,1
0,0,24,100,100,0,0.0,454667,None,,0,0,0,0,32.1,249,150,None,,0,3,0.0,0.5,0,0.13,0.07,0.15,0.08,0.02,7.57,3.81,0.01,Jens,0.5,303,144,5,2.51,0,5.2,338,169,619,False,18.8,343,160,179,,2024-10-04T00:00:05.976169Z,45,401,241,0,0,None,0,,454667.jpg,1.2,315,151,0,206,0,0.0,Cajuste,0.1,503,193,False,None,2,1.01,a,10,40,1.0,368,202,5,9040,18,5113,33,0.1,1.1,Cajuste,1
0,1,52,100,100,1,0.15,216616,None,,0,0,0,0,3.3,363,121,None,,0,2,0.3,0.8,2,0.04,0.01,0.47,0.07,0.43,15.99,2.39,0.06,Dara,0.8,256,77,14,2.09,0,18.2,217,67,630,False,129.8,135,54,602,,2024-10-18T17:30:07.558521Z,40,606,174,0,0,None,0,,216616.jpg,1.7,257,85,0,104,0,0.0,O'Shea,0.8,216,80,False,None,7,1.05,a,10,40,48.0,172,36,12,116900,522,36414,306,0.2,3.0,O'Shea,1
1,0,49,None,None,0,0.0,443261,None,,0,0,0,0,63.7,164,107,None,,0,3,0.7,1.2,1,0.36,0.1,0.89,0.24,0.53,8.76,2.36,0.14,Jack,1.2,231,112,10,2.69,0,15.8,236,114,631,False,54.4,270,121,334,,None,55,120,73,0,0,None,0,,443261.jpg,1.6,278,128,0,241,0,0.0,Clarke,0.0,524,207,False,None,3,0.81,a,10,40,42.0,190,108,13,5600,8,3423,26,0.2,2.4,J.Clarke,1
0,0,29,0,0,0,0.0,229164,None,,0,0,0,0,30.2,255,153,None,,0,3,0.0,0.0,0,0.05,0.02,0.05,0.02,0.00,2.36,0.9,0.0,Chiedozie,0.5,315,150,3,1.14,0,6.4,329,161,632,False,22.8,331,154,237,Achilles injury - Expected back 01 Jun,2024-10-26T20:00:08.138345Z,50,215,137,0,0,None,0,,229164.jpg,1.4,302,145,0,104,0,0.0,Ogbene,0.0,622,274,False,None,3,1.14,i,10,40,12.0,285,158,7,2048,2,1661,17,0.1,1.4,Ogbene,0
2,3,158,None,None,1,0.14,536916,3,,0,0,1,-1,187.7,34,29,None,,1,3,5.0,5.0,1,0.94,0.13,3.35,0.47,2.41,12.98,1.83,0.34,Facundo,5.0,23,8,11,1.55,3,54.7,33,23,117,False,217.6,35,10,639,,None,51,187,118,0,0,None,0,,536916.jpg,4.1,44,19,0,10,0,0.0,Buonanotte,3.1,108,34,False,None,7,0.99,a,11,13,142.0,59,34,37,374717,2135,65681,3595,1.0,7.3,Buonanotte,4
0,0,80,None,None,1,0.21,80146,None,,0,0,-3,3,73.1,141,97,2,,0,3,3.5,3.5,6,0.17,0.04,1.90,0.41,1.73,8.82,1.87,0.37,Jordan,3.5,53,17,8,1.69,2,20.1,207,103,192,False,57.6,257,115,425,,None,52,166,100,0,0,None,0,,80146.jpg,2.1,209,89,0,81,0,0.0,Ayew,0.2,354,127,False,None,4,0.85,a,11,13,72.0,126,81,21,12648,149,36847,117,0.7,4.0,J.Ayew,4
0,0,9,100,100,0,0.0,199670,None,,0,0,-2,2,25.0,270,31,None,,0,4,0.2,0.2,0,0.07,0.05,0.46,0.3,0.39,3.68,2.38,0.25,Odsonne,0.2,367,39,3,1.94,0,7.8,311,35,198,False,3.0,419,42,139,,2024-09-05T11:30:06.462155Z,53,155,43,0,0,None,0,,199670.jpg,1.2,324,34,0,73,0,0.0,Edouard,0.3,319,53,False,None,1,0.65,a,11,13,50.0,168,32,6,30313,39,79247,158,0.0,1.1,Edouard,0
0,0,7,None,None,0,0.0,225902,None,,0,0,-1,1,1.6,380,204,None,,0,3,0.2,0.2,1,0.26,0.49,0.29,0.55,0.03,0.94,1.76,0.06,Boubakary,0.2,336,161,0,0.0,0,0.3,431,213,285,False,1.2,429,211,48,,None,44,507,297,0,0,None,0,,225902.jpg,0.5,438,219,0,73,0,0.0,Soumaré,0.3,326,110,False,None,0,0.0,a,11,13,0.0,496,207,2,24484,483,19974,159,0.0,0.5,B.Soumaré,2
0,0,0,0,0,0,0,461416,None,,0,0,0,0,0.0,565,48,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,533,44,0,0,0,0.0,569,48,286,False,0.0,566,48,0,Loaned to Stoke City,2024-08-31T06:20:48.397195Z,45,404,67,0,0,None,0,,461416.jpg,0.0,573,50,0,None,0,0,Cannon,0.5,245,44,False,None,0,0,u,11,13,0.0,537,48,0,49177,0,130262,211,0.0,0.0,Cannon,0
0,0,4,75,75,0,0.0,197469,None,,0,0,-1,1,0.0,522,222,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,1.03,6.62,0.0,Hamza,0.0,491,190,1,6.43,0,0.3,430,212,287,False,3.0,417,203,14,Lack of match fitness - 75% chance of playing,2024-10-04T00:00:05.751780Z,44,492,295,0,0,None,0,,197469.jpg,1.0,355,166,0,241,0,0.0,Choudhury,0.4,277,88,False,None,0,0.0,d,11,13,0.0,489,206,1,64104,32,53831,214,0.0,0.2,Choudhury,0
0,0,-6,100,100,0,0.0,94147,None,,0,0,0,0,0.0,431,151,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.99,12.73,0.0,Conor,0.0,385,126,1,12.86,0,0.2,435,147,288,False,2.0,425,145,7,,2024-08-12T14:30:04.626270Z,40,584,161,0,0,None,0,,94147.jpg,0.0,455,151,0,241,0,0.0,Coady,0.3,310,112,False,None,0,0.0,a,11,13,0.0,383,127,0,21959,119,19675,93,0.0,0.0,Coady,1
0,0,0,75,75,0,0,245419,None,,0,0,-2,2,0.0,618,55,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Patson,0.0,596,52,0,0,0,0.0,621,55,289,False,0.0,620,55,0,Lack of match fitness - 75% chance of playing,2024-08-12T14:30:04.636525Z,48,313,59,0,0,2,0,,245419.jpg,0.0,624,57,0,238,0,0,Daka,0.1,432,60,False,None,0,0,d,11,13,0.0,601,55,0,11477,73,31450,52,0.0,0.0,Daka,0
0,0,21,None,None,0,0.0,96994,None,,0,0,-3,3,14.9,307,178,None,,0,3,0.5,0.5,0,0.06,0.03,0.16,0.09,0.10,4.05,2.29,0.06,Bobby,0.5,320,154,4,2.26,0,4.3,355,176,290,False,9.4,380,182,159,,None,52,168,102,0,0,None,0,,96994.jpg,1.3,313,150,0,107,0,0.0,De Cordova-Reid,0.1,482,179,False,None,2,1.13,a,11,13,19.0,253,145,8,2651,3,12028,13,0.1,1.5,De Cordova-Reid,0
0,0,86,None,None,1,0.1,218218,None,,0,0,2,-2,19.8,283,85,None,,0,2,2.5,2.5,2,0.15,0.02,1.36,0.14,1.21,19.84,1.98,0.12,Wout,2.5,98,30,18,1.8,1,32.5,110,25,291,False,243.2,23,5,900,,None,42,572,155,0,0,None,0,,218218.jpg,2.2,194,61,0,21,0,0.0,Faes,13.1,27,10,False,None,10,1.0,a,11,13,62.0,142,26,22,1233151,1197,583665,4202,0.6,5.2,Faes,1
0,0,0,None,None,0,0,549640,None,,0,0,-1,1,0.0,541,228,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Michael,0.0,508,196,0,0,0,0.0,546,225,292,False,0.0,543,222,0,,None,44,529,304,0,0,None,0,,549640.jpg,0.0,550,229,0,241,0,0,Golding,0.3,313,104,False,None,0,0,a,11,13,0.0,510,213,0,36494,339,15451,259,0.0,0.0,Golding,0
0,0,123,None,None,1,0.1,467189,None,,0,0,0,0,0.2,410,6,None,,0,1,3.0,3.0,2,0.00,0.0,0.00,0.0,0.00,19.84,1.98,0.0,Mads,3.0,69,8,18,1.8,0,33.9,94,2,293,False,338.0,6,2,900,,None,45,410,16,0,0,None,0,,467189.jpg,2.7,149,23,0,58,42,4.2,Hermansen,1.0,207,29,False,None,10,1.0,a,11,13,0.0,543,58,27,98775,131,52914,634,0.7,6.0,Hermansen,0
0,0,0,None,None,0,0,207270,None,,0,0,0,0,0.0,446,23,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Daniel,0.0,401,38,0,0,0,0.0,463,42,294,False,0.0,460,42,0,,None,40,602,53,0,0,None,0,,207270.jpg,0.0,469,42,0,58,0,0,Iversen,0.6,233,34,False,None,0,0,a,11,13,0.0,399,15,0,21694,20,30700,85,0.0,0.0,Iversen,0
1,2,120,None,None,1,0.11,220627,None,,0,0,1,-1,74.4,138,31,None,,2,2,3.0,3.0,0,0.16,0.02,0.53,0.06,0.37,18.85,2.09,0.04,James,3.0,70,24,17,1.89,2,37.6,74,12,295,False,229.4,27,8,810,,None,46,349,49,0,0,None,0,,220627.jpg,3.4,78,17,0,241,0,0.0,Justin,4.8,78,26,False,None,9,1.0,a,11,13,72.0,124,19,31,568211,566,112337,6309,0.7,6.7,Justin,1
0,0,89,100,75,1,0.12,481510,4,,0,0,0,0,124.1,79,17,None,,0,2,2.0,1.5,2,0.48,0.06,0.48,0.06,0.00,17.66,2.07,0.0,Victor,2.0,151,49,15,1.76,0,28.3,139,35,296,False,159.4,80,26,767,,2024-10-27T22:00:06.301413Z,45,414,84,0,0,None,0,,481510.jpg,1.6,272,89,0,58,0,0.0,Kristiansen,0.1,425,156,False,None,9,1.06,a,11,13,0.0,546,209,14,7606,3,11724,53,0.4,3.1,Kristiansen,1
0,0,0,0,0,0,0,461584,None,,0,0,0,0,0.0,567,241,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Wanya,0.0,535,210,0,0,0,0.0,571,238,297,False,0.0,568,235,0,Loaned to De Graafschap,2024-08-31T06:21:32.289998Z,45,406,243,0,0,None,0,,461584.jpg,0.0,575,242,0,None,0,0,Marçal-Madivádua,0.0,599,258,False,None,0,0,u,11,13,0.0,539,227,0,754,0,3997,2,0.0,0.0,Marcal,0
0,3,98,None,None,1,0.15,154048,None,,0,0,-2,2,131.0,69,55,1,,0,3,1.8,1.8,1,1.59,0.24,2.56,0.38,0.97,12.31,1.82,0.14,Stephy,1.8,182,82,10,1.48,2,34.1,93,59,298,False,114.0,160,59,608,,None,53,151,88,0,0,3,0,,154048.jpg,2.9,131,51,0,241,0,0.0,Mavididi,1.0,199,62,False,None,7,1.04,a,11,13,100.0,89,58,29,160277,120,110686,1972,0.3,5.5,Mavididi,2
0,0,10,None,None,0,0.0,461587,None,,0,0,-2,2,0.5,397,210,None,,0,3,0.2,0.2,1,0.01,0.03,0.08,0.25,0.07,0.20,0.62,0.22,Kasey,0.2,355,174,0,0.0,0,1.1,414,204,299,False,5.2,399,194,29,,None,48,319,212,0,0,None,0,,461587.jpg,1.0,383,186,0,104,0,0.0,McAteer,0.0,552,225,False,None,0,0.0,a,11,13,6.0,327,179,4,1863,2,3871,7,0.0,0.8,McAteer,0
4,1,162,None,None,1,0.11,203341,None,,0,0,0,0,116.8,88,65,None,,1,3,2.0,2.0,2,1.09,0.12,1.37,0.15,0.28,17.72,1.89,0.03,Wilfred,2.0,160,71,16,1.7,0,44.4,51,34,300,False,223.4,29,9,846,,None,50,204,128,1,0,None,0,,203341.jpg,2.9,130,50,0,157,0,0.0,Ndidi,0.6,244,79,False,None,10,1.06,a,11,13,104.0,85,54,29,99000,111,64803,632,0.4,5.8,Ndidi,3
0,1,72,None,None,1,0.14,473341,None,,0,0,0,0,6.6,347,112,None,,0,2,2.2,2.2,0,0.04,0.01,0.18,0.03,0.14,14.93,2.13,0.02,Caleb,2.2,124,39,13,1.86,0,23.7,174,50,301,False,194.8,57,20,630,,None,40,633,188,0,0,None,0,,473341.jpg,1.9,233,76,0,106,0,0.0,Okoli,1.4,177,65,False,None,7,1.0,a,11,13,36.0,202,50,13,148829,1228,33731,747,0.6,3.2,Okoli,1
0,0,10,None,None,0,0.0,111931,None,,0,0,-3,3,2.3,374,127,None,,0,2,0.5,0.5,2,0.03,0.02,0.03,0.02,0.00,2.07,1.28,0.0,Ricardo,0.5,293,93,4,2.47,0,1.2,409,138,302,False,9.4,378,135,146,,None,42,570,153,0,0,None,0,,111931.jpg,1.0,345,117,0,173,0,0.0,Barbosa Pereira,0.1,423,155,False,None,2,1.23,a,11,13,0.0,456,173,2,3736,37,15255,23,0.1,0.5,Ricardo,1
0,0,0,0,0,0,0,194190,None,,0,0,0,0,0.0,442,156,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,397,132,0,0,0,0.0,459,156,303,False,0.0,456,156,0,Season long loan to Sheffield United,2024-08-07T08:21:01.638839Z,40,598,169,0,0,None,0,,194190.jpg,0.0,465,155,0,None,0,0,Souttar,0.0,630,210,False,None,0,0,u,11,13,0.0,395,133,0,0,0,1269,1,0.0,0.0,Souttar,0
0,0,0,0,0,0,0,436680,None,,0,0,0,0,0.0,459,31,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jakub,0.0,413,45,0,0,0,0.0,475,49,304,False,0.0,472,49,0,Ankle injury - Expected back 25 Jan,2024-07-25T11:00:04.015354Z,40,619,61,0,0,None,0,,436680.jpg,0.0,480,49,0,172,0,0,Stolarczyk,0.0,523,65,False,None,0,0,i,11,13,0.0,414,23,0,3230,8,3410,5,0.0,0.0,Stolarczyk,0
0,0,0,None,None,0,0,244619,None,,0,0,-1,1,0.0,421,147,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,376,122,0,0,0,0.0,440,148,305,False,0.0,437,148,0,,None,39,667,217,0,0,None,0,,244619.jpg,0.0,446,147,0,241,0,0,Thomas,1.0,203,76,False,None,0,0,a,11,13,0.0,373,123,0,76821,1378,39288,453,0.0,0.0,Thomas,0
1,7,163,100,100,1,0.11,101668,None,,0,0,2,-2,71.9,144,14,None,,0,4,5.2,5.2,5,0.41,0.04,3.93,0.42,3.52,18.89,2.02,0.38,Jamie,5.2,19,6,18,1.92,4,40.4,67,15,306,False,162.2,77,12,843,,2024-08-12T14:30:04.652324Z,57,95,29,0,0,1,0,,101668.jpg,4.3,36,12,0,241,0,0.0,Vardy,11.6,34,8,False,None,10,1.07,a,11,13,172.0,38,16,43,1810108,2054,973324,9521,0.9,7.5,Vardy,3
0,0,20,100,100,0,0.0,93100,None,,0,0,0,0,0.6,394,138,None,,0,2,0.5,0.5,2,0.02,0.01,0.03,0.01,0.01,4.00,1.33,0.0,Jannik,0.5,290,90,4,1.33,0,4.5,351,113,307,False,37.8,305,108,270,,2024-10-24T16:30:05.805561Z,40,583,160,0,0,None,0,,93100.jpg,1.3,303,97,0,58,0,0.0,Vestergaard,2.0,140,51,False,None,3,1.0,a,11,13,7.0,313,100,4,212318,160,207872,366,0.1,1.0,Vestergaard,1
0,0,0,None,None,0,0,95463,None,,0,0,0,0,0.0,432,16,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Danny,0.0,386,31,0,0,0,0.0,449,35,308,False,0.0,446,35,0,,None,40,585,46,0,0,None,0,,95463.jpg,0.0,456,35,0,244,0,0,Ward,2.2,130,18,False,None,0,0,a,11,13,0.0,384,8,0,74105,104,97957,254,0.0,0.0,Ward,0
2,0,138,None,None,0,0.0,157668,2,,0,0,0,0,189.3,33,28,None,,0,3,2.2,2.2,2,1.14,0.13,1.26,0.14,0.12,16.00,1.88,0.01,Harry,2.2,128,54,16,1.88,0,33.3,97,60,309,False,138.4,121,42,765,,None,45,368,231,0,0,None,0,,157668.jpg,2.2,199,83,0,241,0,0.0,Winks,13.2,26,8,False,None,8,0.94,a,11,13,4.0,339,187,20,1084896,3068,1045622,4343,0.5,4.4,Winks,3
0,0,47,None,None,1,0.22,209042,None,,0,0,-1,1,47.7,206,132,None,,0,3,1.0,1.0,0,0.21,0.05,0.26,0.06,0.05,11.57,2.6,0.01,Oliver,1.0,246,119,8,1.8,0,10.6,289,143,501,False,50.0,278,127,401,,None,49,270,178,0,0,None,0,,209042.jpg,1.5,288,134,0,241,0,0.0,Skipp,0.0,521,205,False,None,5,1.12,a,11,13,9.0,307,168,9,3095,7,4280,21,0.2,1.8,Skipp,2
2,3,106,100,75,0,0.0,531442,None,,0,0,-1,1,68.3,152,100,None,,0,3,2.2,1.7,2,1.67,0.31,2.06,0.38,0.39,10.29,1.91,0.07,Abdul,2.2,138,61,11,2.04,0,27.6,145,81,570,False,103.8,175,68,486,,2024-11-01T11:00:08.631689Z,54,145,86,0,0,None,0,,531442.jpg,2.4,180,78,0,81,0,0.0,Fatawu,0.4,285,93,False,None,5,0.93,a,11,13,103.0,86,55,24,67303,17,80681,295,0.4,4.4,A.Fatawu,0
0,0,0,None,None,0,0,532534,None,,0,0,0,0,0.0,595,264,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Will,0.0,566,236,0,0,0,0.0,598,261,606,False,0.0,595,258,0,,None,45,448,275,0,0,None,0,,532534.jpg,0.0,602,265,0,241,0,0,Alves,0.1,442,161,False,None,0,0,a,11,13,0.0,571,251,0,10037,22,8634,27,0.0,0.0,Alves,0
0,0,0,0,0,0,0,501770,None,,0,0,0,0,0.0,476,172,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,432,150,0,0,0,0.0,492,172,616,False,0.0,489,172,0,Loaned to Oxford United,2024-08-31T06:22:31.067773Z,40,640,193,0,0,None,0,,501770.jpg,0.0,498,171,0,None,0,0,Nelson,0.0,585,199,False,None,0,0,u,11,13,0.0,433,153,0,2208,0,3241,6,0.0,0.0,Nelson,0
0,0,27,None,None,0,0.0,513527,None,,0,0,-1,1,61.8,171,109,None,,0,3,1.0,1.0,1,0.34,0.17,0.42,0.21,0.08,4.65,2.36,0.04,Bilal,1.0,247,120,5,2.54,0,8.7,301,152,635,False,15.4,361,171,177,,None,49,290,192,0,0,None,0,,513527.jpg,1.2,320,156,0,145,0,0.0,El Khannouss,0.0,545,220,False,None,2,1.02,a,11,13,10.0,296,162,7,5038,18,3165,19,0.2,1.4,El Khannouss,0
0,5,131,0,0,4,0.68,116535,None,,0,0,-1,1,0.0,653,71,None,,1,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,3.74,0.64,0.0,Alisson,2.5,110,10,2,0.34,0,12.6,267,20,310,False,126.8,138,20,528,Hamstring injury - Expected back 24 Nov,2024-10-05T14:00:07.200306Z,54,129,3,0,0,None,0,,116535.jpg,5.8,12,1,0,30,15,2.56,Ramses Becker,5.8,68,13,False,None,6,1.02,i,12,14,0.0,650,70,35,541943,38,1156033,2718,0.5,6.5,A.Becker,0
1,6,195,None,None,5,0.53,169187,1,,0,0,0,0,265.2,15,3,1,,1,2,4.2,4.2,2,2.92,0.31,3.30,0.35,0.38,7.20,0.77,0.04,Trent,3.2,63,20,6,0.64,0,46.6,46,7,311,True,153.8,93,32,842,,None,70,25,1,0,0,None,0,,169187.jpg,4.6,28,4,0,241,0,0.0,Alexander-Arnold,30.0,5,1,False,None,10,1.07,a,12,14,48.0,173,37,46,1430676,4903,1447623,9390,0.5,6.6,Alexander-Arnold,2
0,0,0,0,0,0,0,535928,None,,0,0,0,0,0.0,597,266,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefan,0.0,568,238,0,0,0,0.0,600,263,312,False,0.0,597,260,0,Loaned to RB Salzburg,2024-08-31T06:19:45.092198Z,45,450,277,0,0,None,0,,535928.jpg,0.0,604,267,0,None,0,0,Bajčetić Maquieira,0.0,517,202,False,None,0,0,u,12,14,0.0,573,253,0,2712,0,15996,16,0.0,0.0,Bajcetic,0
0,0,15,100,100,0,0.0,492777,None,,0,0,-3,3,6.5,348,113,None,,0,2,1.2,1.2,1,0.15,0.18,0.39,0.46,0.24,0.87,1.03,0.28,Conor,0.2,348,116,1,1.18,0,7.6,313,101,313,False,17.8,346,125,76,,2024-10-20T21:30:07.027689Z,47,342,45,0,0,None,0,,492777.jpg,1.0,377,131,0,242,0,0.0,Bradley,0.3,321,116,False,None,0,0.0,a,12,14,52.0,165,33,5,9469,44,49149,68,0.0,1.1,Bradley,0
0,0,0,0,0,0,0,491970,None,,0,0,0,0,0.0,581,251,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,549,221,0,0,0,0.0,584,248,315,False,0.0,581,245,0,Transferred to RB Salzburg,2024-08-22T11:22:35.466323Z,45,426,255,0,0,None,0,,491970.jpg,0.0,588,252,0,None,0,0,Clark,0.0,603,261,False,None,0,0,u,12,14,0.0,556,237,0,444,0,4826,4,0.0,0.0,Clark,0
1,0,74,None,None,1,0.25,447203,None,,0,0,-4,4,33.0,244,27,None,,0,4,2.8,2.8,2,0.17,0.04,0.70,0.17,0.53,4.13,1.04,0.13,Darwin,1.8,190,29,5,1.25,1,16.7,227,27,316,False,75.0,223,23,359,,None,71,24,10,0,0,3,0,,447203.jpg,2.3,191,28,0,230,0,0.0,Núñez Ribeiro,2.4,126,22,False,None,3,0.75,a,12,14,58.0,151,30,16,159365,562,501376,833,0.3,2.3,Darwin,2
3,1,85,0,0,4,0.73,194634,None,,0,0,-2,2,55.1,189,121,None,,0,3,0.0,0.0,0,0.32,0.06,3.04,0.56,2.72,3.14,0.57,0.5,Diogo,2.2,143,64,1,0.18,2,31.6,115,67,317,False,105.0,174,67,492,Rib Injury - Expected back 24 Nov,2024-10-20T21:30:07.041173Z,73,20,13,0,0,None,0,,194634.jpg,5.0,17,9,0,173,0,0.0,Teixeira da Silva,3.9,91,25,False,None,7,1.28,i,12,14,157.0,50,29,35,1021990,27,2284621,5017,0.3,4.8,Diogo J.,1
0,0,0,0,0,0,0,496208,None,,0,0,0,0,0.0,584,254,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,552,224,0,0,0,0.0,587,251,318,False,0.0,584,248,0,Loaned to Middlesbrough,2024-08-31T06:17:31.171503Z,45,429,258,0,0,None,0,,496208.jpg,0.0,591,255,0,None,0,0,Doak,0.0,591,252,False,None,0,0,u,12,14,0.0,559,240,0,1136,0,5069,5,0.0,0.0,Doak,0
0,0,3,0,0,0,0.0,444884,None,,0,0,-3,3,2.0,376,202,None,,0,3,0.0,0.0,0,0.02,0.26,0.02,0.26,0.00,0.00,0.0,0.0,Harvey,0.0,638,286,0,0.0,0,0.4,427,210,319,False,0.0,652,296,7,Foot injury - Expected back 24 Nov,2024-09-08T23:00:06.842081Z,52,173,107,0,0,None,0,,444884.jpg,1.0,398,197,0,241,0,0.0,Elliott,0.2,345,121,False,None,0,0.0,i,12,14,2.0,365,201,1,11109,1,105757,58,0.0,0.2,Elliott,0
0,0,14,None,None,0,0.0,158983,None,,0,0,-3,3,11.1,322,186,None,,0,3,1.8,1.8,1,0.01,0.06,0.01,0.06,0.00,0.12,0.68,0.0,Endo,0.8,266,129,0,0.0,0,1.3,407,199,320,False,2.4,423,207,16,,None,47,333,221,0,0,None,0,,158983.jpg,1.0,374,181,0,108,0,0.0,Wataru,0.2,407,146,False,None,0,0.0,a,12,14,0.0,592,266,4,13795,60,23531,80,0.2,0.9,Endo,0
1,0,95,None,None,1,0.23,243298,None,,0,0,-4,4,108.5,102,5,None,,0,4,4.2,4.2,6,0.65,0.15,1.25,0.29,0.60,4.27,0.99,0.14,Cody,3.2,64,15,3,0.69,1,21.0,195,26,321,False,53.2,273,28,389,,None,71,23,9,0,0,None,0,,243298.jpg,1.8,255,31,0,152,0,0.0,Gakpo,1.8,146,29,False,None,3,0.69,a,12,14,48.0,174,33,18,108592,2522,349470,475,0.5,2.5,Gakpo,2
0,0,19,None,None,0,0.0,171287,None,,0,0,-2,2,0.6,395,139,None,,0,2,1.5,1.5,1,0.00,0.0,0.30,0.49,0.30,0.43,0.7,0.49,Joe,0.5,307,102,0,0.0,0,1.1,413,139,322,False,10.2,372,132,55,,None,48,302,32,0,0,None,0,,171287.jpg,1.0,381,132,0,241,0,0.0,Gomez,0.4,272,101,False,None,0,0.0,a,12,14,0.0,599,214,3,14944,302,42656,82,0.1,0.6,Gomez,0
