name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Marcus Tavernier,MID,Bournemouth,1.5,0,0,11,0,0.0,83,0.15,0.21,0.06,1.19,91,1,0,0.0,0.0,2024-11-02T15:00:00Z,89,13,0,0,0,0,10,0,36216,1,1,2,0.0,2,-2514,2472,4986,55,True,0
Marc Cucurella Saseta,DEF,Chelsea,1.0,0,0,0,0,0.0,163,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,448458,0,,,0.0,0,-20280,8904,29184,50,False,0
Marc Guiu Paz,FWD,Chelsea,0.5,0,0,0,0,0.0,178,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,62283,0,,,0.0,0,-2193,2691,4884,48,False,0
Marc Guéhi,DEF,Crystal Palace,2.8,0,0,27,1,0.0,200,0.01,0.02,0.01,0.57,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,64,20,0,0,0,0,10,0,718228,1,1,0,0.0,6,41347,58153,16806,44,False,0
Mario Lemina,MID,Wolves,1.1,0,0,3,0,0.0,557,0.00,0.00,0.00,1.48,100,1,0,0.0,0.0,2024-11-02T17:30:00Z,16,7,0,0,0,0,10,0,41313,0,2,2,0.0,1,-3750,3902,7652,50,True,0
Mark Flekken,GK,Brentford,1.8,0,0,0,0,0.0,91,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,1314298,0,,,0.0,0,-34146,20279,54425,45,False,0
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,0,0.0,138,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,33903,0,1,2,0.0,0,-2010,0,2010,45,False,0
Mark Travers,GK,Bournemouth,1.0,0,0,10,0,0.0,84,0.01,0.01,0.00,1.80,91,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,13,0,0,0,0,10,3,16264,1,1,2,0.0,3,1384,1872,488,44,True,0
Martial Godo,MID,Fulham,0.0,0,0,0,0,0.0,605,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,3847,0,,,0.0,0,-44,154,198,45,True,0
Martin Dúbravka,GK,Newcastle,-1.0,0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,58250,0,0,1,0.0,0,-2211,173,2384,43,True,0
Martin Ødegaard,MID,Arsenal,0.0,0,0,0,0,0.0,13,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,340740,0,0,1,0.0,0,-8234,554,8788,82,False,0
Mason Holgate,DEF,Everton,0.0,0,0,0,0,0.0,225,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,25305,0,0,1,0.0,0,-1522,0,1522,40,False,0
Mason Mount,MID,Man Utd,-0.1,0,0,0,0,0.0,382,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,10767,0,,,0.0,0,-281,26,307,63,True,0
Massimo Luongo,MID,Ipswich,0.0,0,0,0,0,0.0,277,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,37440,0,1,1,0.0,0,-4908,265,5173,45,True,0
Mateo Kovačić,MID,Man City,6.2,0,0,12,0,0.0,354,0.09,0.19,0.10,1.77,91,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,3,0,0,0,0,10,0,471669,1,1,2,0.0,2,36691,83594,46903,56,False,0
Mateus Gonçalo Espanha Fernandes,MID,Southampton,2.0,0,0,10,1,0.0,623,0.03,0.03,0.00,1.47,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,8,0,0,0,0,10,0,2195,1,0,1,0.0,2,167,401,234,50,True,1
Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,12556,0,0,1,0.0,0,-474,0,474,40,True,0
Matheus Luiz Nunes,MID,Man City,3.5,0,0,15,0,0.0,356,0.48,0.48,0.00,1.77,91,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,3,0,0,0,0,10,0,54087,1,1,2,0.0,2,41038,43153,2115,49,False,0
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,208,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,57988,0,1,2,0.0,0,-4039,298,4337,44,False,0
Matheus Santos Carneiro Da Cunha,FWD,Wolves,6.2,1,0,25,0,0.0,541,0.22,0.29,0.07,2.92,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,79,7,0,0,0,0,10,0,633923,1,2,2,0.0,5,323129,342228,19099,66,True,0
Mathias Jensen,MID,Brentford,0.2,0,0,0,0,0.0,95,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,7224,0,,,0.0,0,196,446,250,53,False,0
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,0,0.0,112,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,1476,0,,,0.0,0,-59,0,59,45,False,0
Mats Wieffer,MID,Brighton,0.0,0,0,2,0,0.0,149,0.07,0.10,0.03,0.32,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,14,12,0,0,0,0,10,0,7204,0,1,2,0.0,1,-155,269,424,48,False,0
Matthijs de Ligt,DEF,Man Utd,0.3,0,0,0,0,0.0,593,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,490409,0,,,0.0,0,-26907,17405,44312,50,True,0
Matty Cash,DEF,Aston Villa,1.7,0,0,0,0,0.0,32,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,134074,0,,,0.0,0,34,6307,6273,44,False,0
Matt Doherty,DEF,Wolves,0.0,0,0,0,0,0.0,543,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,16738,0,2,2,0.0,0,-502,202,704,43,True,0
Matt O'Riley,MID,Brighton,-0.8,0,0,0,0,0.0,629,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,430,0,1,2,0.0,0,20,58,38,55,False,0
Matt Targett,DEF,Newcastle,-0.2,0,0,0,0,0.0,416,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,39209,0,0,1,0.0,0,-2471,276,2747,40,True,0
Matt Turner,GK,Crystal Palace,0.0,0,0,0,0,0.0,445,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,1346526,0,1,1,0.0,0,-28164,5531,33695,40,False,0
Matz Sels,GK,Nott'm Forest,6.2,0,0,21,1,0.0,443,0.00,0.00,0.00,0.16,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,19,0,0,0,0,10,1,610408,1,0,3,0.0,6,159472,168665,9193,46,True,0
Maxence Lacroix,DEF,Crystal Palace,2.5,0,0,5,0,0.0,650,0.00,0.00,0.00,1.39,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,79,20,0,0,0,0,10,0,15861,1,2,2,0.0,1,2983,3733,750,45,False,0
Maxwel Cornet,MID,Southampton,-0.5,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,2840,0,0,1,0.0,0,-88,63,151,48,True,0
Max Aarons,DEF,Bournemouth,-1.0,0,0,0,0,0.0,59,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,18987,0,1,2,0.0,0,-406,343,749,43,True,0
Max Kilman,DEF,West Ham,1.2,0,0,3,0,0.0,524,0.01,0.01,0.00,2.08,97,3,0,0.0,0.0,2024-11-02T15:00:00Z,90,16,0,0,0,0,10,0,232433,1,0,3,0.0,1,-11001,3377,14378,45,False,0
Michael Golding,MID,Leicester,0.0,0,0,0,0,0.0,292,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,32739,0,1,1,0.0,0,3679,7432,3753,44,False,0
Michael Keane,DEF,Everton,6.3,0,0,2,0,0.0,228,0.00,0.10,0.10,0.69,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,17,0,0,0,0,10,0,1220911,1,0,1,0.0,1,232659,252830,20171,43,False,1
Michail Antonio,FWD,West Ham,5.8,0,0,2,0,0.0,512,0.01,0.07,0.06,0.62,97,2,0,0.0,0.0,2024-11-02T15:00:00Z,45,16,0,0,0,0,10,0,307651,0,0,3,0.0,1,11073,44351,33278,54,False,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0,0.0,506,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,965554,0,,,0.0,0,-296880,22734,319614,47,True,0
Miguel Almirón Rejala,MID,Newcastle,0.0,0,0,0,0,0.0,391,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,44634,0,0,1,0.0,0,-764,1745,2509,56,True,0
Mikel Merino,MID,Arsenal,4.0,0,0,4,0,0.0,633,0.13,0.50,0.37,0.52,96,1,0,0.0,0.0,2024-11-02T12:30:00Z,60,15,0,0,0,0,10,0,12580,1,0,1,0.0,1,8370,9402,1032,60,False,1
Mikey Moore,MID,Spurs,1.3,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,38907,0,,,0.0,0,4327,6417,2090,45,True,0
Mikkel Damsgaard,MID,Brentford,4.2,0,0,0,0,0.0,89,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,62532,0,,,0.0,0,14767,23585,8818,50,False,0
Milos Kerkez,DEF,Bournemouth,3.8,2,0,30,0,0.0,70,0.48,0.48,0.00,1.80,91,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,13,0,0,0,0,10,0,46460,1,1,2,0.0,8,-749,2707,3456,44,True,0
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,8523,0,0,1,0.0,0,-324,0,324,40,True,0
Mitoma Kaoru,MID,Brighton,1.5,0,0,9,0,0.0,136,0.20,0.31,0.11,1.60,94,2,0,0.0,0.0,2024-11-02T15:00:00Z,86,12,0,0,0,0,10,0,607504,1,1,2,0.0,2,-97434,15016,112450,65,False,0
Mohamed Salah,MID,Liverpool,9.0,0,0,31,0,0.0,328,0.12,0.61,0.49,1.00,94,1,1,0.0,0.0,2024-11-02T15:00:00Z,90,5,0,0,0,0,10,0,4520911,1,1,2,0.0,7,320939,350342,29403,127,True,0
Mohammed Kudus,MID,West Ham,0.0,0,0,0,0,0.0,525,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,294173,0,0,3,0.0,0,-54008,467,54475,62,False,0
Moisés Caicedo Corozo,MID,Chelsea,2.5,0,0,0,0,0.0,157,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,109796,0,,,0.0,0,486,9589,9103,49,False,0
Morgan Gibbs-White,MID,Nott'm Forest,0.6,0,0,11,1,0.0,433,0.09,0.26,0.17,0.08,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,62,19,0,0,0,0,10,0,120545,1,0,3,0.0,3,-14578,387,14965,63,True,0
Morgan Rogers,MID,Aston Villa,2.0,0,0,0,0,0.0,54,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,2396567,0,,,0.0,0,-94793,84119,178912,54,False,0
Moussa Diaby,MID,Aston Villa,0.0,0,0,0,0,0.0,34,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,1799,0,,,0.0,0,-26,0,26,65,False,0
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,4.5,0,0,24,1,0.0,436,0.03,0.11,0.08,0.16,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,19,0,0,0,0,10,0,122869,1,0,3,0.0,6,25149,29630,4481,45,True,0
Mykhailo Mudryk,MID,Chelsea,1.0,0,0,0,0,0.0,179,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,25478,0,,,0.0,0,18,1221,1203,62,False,0
Myles Lewis-Skelly,MID,Arsenal,1.2,0,0,0,0,0.0,597,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,6827,0,0,1,0.0,0,242,647,405,45,False,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,103,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,2215,0,,,0.0,0,-94,0,94,45,False,0
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,0,0.0,190,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,13791,0,2,2,0.0,0,-775,0,775,45,False,0
Nathaniel Clyne,DEF,Crystal Palace,1.5,0,0,0,0,0.0,196,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,11585,0,2,2,0.0,0,-323,177,500,44,False,0
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,0,0.0,332,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,9157,0,1,2,0.0,0,-370,0,370,40,True,0
Nathan Aké,DEF,Man City,1.2,0,0,2,0,0.0,341,0.01,0.04,0.03,1.74,91,2,0,0.0,0.0,2024-11-02T15:00:00Z,72,3,0,0,0,0,10,0,104848,1,1,2,0.0,1,6688,9359,2671,53,False,0
Nathan Broadhead,MID,Ipswich,0.0,0,0,0,0,0.0,262,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,1038,0,1,1,0.0,0,-15,76,91,49,True,0
Nathan Butler-Oyedeji,FWD,Arsenal,1.0,0,0,0,0,0.0,665,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,19994,0,0,1,0.0,0,4952,7770,2818,45,False,0
Nathan Collins,DEF,Brentford,3.0,0,0,0,0,0.0,88,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,252669,0,,,0.0,0,-10138,15920,26058,45,False,0
Nathan Fraser,FWD,Wolves,0.0,0,0,0,0,0.0,546,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,220281,0,2,2,0.0,0,-18390,0,18390,45,True,0
Nathan Patterson,DEF,Everton,0.5,0,0,0,0,0.0,234,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,1529,0,0,1,0.0,0,102,180,78,44,False,0
Nathan Wood-Gordon,DEF,Southampton,-0.5,0,0,0,0,0.0,477,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,156386,0,0,1,0.0,0,-3262,1903,5165,40,True,0
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,0,0.0,529,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,5374,0,0,3,0.0,0,-225,0,225,44,False,0
Neal Maupay,FWD,Everton,0.0,0,0,0,0,0.0,229,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,37704,0,0,1,0.0,0,-2696,0,2696,49,False,0
Neco Williams,DEF,Nott'm Forest,0.5,0,0,0,0,0.0,437,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,45551,0,0,3,0.0,0,-2438,753,3191,44,True,0
Nick Pope,GK,Newcastle,3.0,0,0,19,1,0.0,413,0.00,0.00,0.00,1.11,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,90,1,0,0,0,0,10,0,714431,1,0,1,0.0,5,-22317,8265,30582,50,True,1
Niclas Füllkrug,FWD,West Ham,0.0,0,0,0,0,0.0,589,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,97092,0,0,3,0.0,0,-3746,89,3835,67,False,0
Nicolas Jackson,FWD,Chelsea,4.7,0,0,0,0,0.0,180,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,1903560,0,,,0.0,0,72742,167569,94827,79,False,0
Nicolás Domínguez,MID,Nott'm Forest,1.8,0,0,11,1,0.0,431,0.09,0.24,0.15,0.16,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,19,0,0,0,0,10,0,3350,1,0,3,0.0,3,119,336,217,48,True,0
Nico O'Reilly,MID,Man City,1.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,1629,0,1,2,0.0,0,-10,79,89,50,False,0
Nikola Milenković,DEF,Nott'm Forest,4.5,0,0,25,1,0.0,573,0.13,0.44,0.31,0.16,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,19,0,0,0,0,10,0,107882,1,0,3,0.0,6,7435,12621,5186,45,True,0
Noni Madueke,MID,Chelsea,3.7,0,0,0,0,0.0,177,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,880670,0,,,0.0,0,-51676,72454,124130,65,False,0
Norberto Bercique Gomes Betuncal,FWD,Everton,2.5,0,0,1,0,0.0,218,0.00,0.69,0.69,0.26,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,28,17,0,0,0,0,10,0,71270,0,0,1,0.0,1,2672,7691,5019,50,False,0
Norberto Murara Neto,GK,Arsenal,1.0,0,0,0,0,0.0,73,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,115975,0,0,1,0.0,0,-5251,629,5880,43,False,0
Noussair Mazraoui,DEF,Man Utd,0.5,0,0,0,0,0.0,594,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,1293368,0,,,0.0,0,-93345,25725,119070,45,True,0
Nélson Cabral Semedo,DEF,Wolves,2.0,0,0,2,0,0.0,559,0.04,0.04,0.00,2.92,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,79,7,0,0,0,0,10,0,19376,1,2,2,0.0,1,3764,6695,2931,45,True,0
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0,0.0,139,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,8157,0,1,2,0.0,0,-335,0,335,40,False,0
Odsonne Edouard,FWD,Leicester,0.2,0,0,0,0,0.0,198,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,30081,0,1,1,0.0,0,-2471,983,3454,53,False,0
Odysseas Vlachodimos,GK,Newcastle,-1.0,0,0,0,0,0.0,412,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,11331,0,0,1,0.0,0,-189,81,270,43,True,0
Ola Aina,DEF,Nott'm Forest,5.5,0,0,44,1,0.0,422,0.03,0.09,0.06,0.16,97,0,1,0.0,0.0,2024-11-02T15:00:00Z,88,19,0,0,0,0,10,0,793830,1,0,3,0.0,12,62310,91130,28820,46,True,0
Oleksandr Zinchenko,DEF,Arsenal,1.2,0,0,5,0,0.0,25,0.01,0.01,0.00,0.23,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,29,15,0,0,0,0,10,0,110916,0,0,1,0.0,1,-1515,1859,3374,48,False,0
Oliver Skipp,MID,Leicester,1.0,0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,4781,0,1,1,0.0,0,-150,180,330,49,False,0
Oliwier Zych,GK,Aston Villa,-0.5,0,0,0,0,0.0,641,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,77151,0,,,0.0,0,3652,6034,2382,40,False,0
Ollie Watkins,FWD,Aston Villa,2.5,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,2890976,0,,,0.0,0,-288358,42537,330895,91,False,0
Omari Giraud-Hutchinson,MID,Ipswich,1.8,0,0,3,1,0.0,274,0.51,0.63,0.12,0.44,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,80,11,0,0,0,0,10,0,34130,1,1,1,0.0,3,-2564,1345,3909,53,True,0
Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,3270,0,,,0.0,0,-55,146,201,44,False,0
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,438,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,2221,0,0,3,0.0,0,-57,0,57,45,True,0
Orel Mangala,MID,Everton,1.7,0,0,9,0,0.0,651,0.02,0.24,0.22,0.69,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,17,0,0,0,0,10,0,1217,1,0,1,0.0,2,16,158,142,50,False,0
Oscar Bobb,MID,Man City,0.0,0,0,0,0,0.0,343,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,6994,0,1,2,0.0,0,-262,116,378,47,False,0
Pablo Sarabia,MID,Wolves,0.5,0,0,4,0,0.0,565,0.02,0.41,0.39,1.44,100,1,0,0.0,0.0,2024-11-02T17:30:00Z,61,7,0,0,0,0,10,0,10174,1,2,2,0.0,2,14,641,627,51,True,0
Pape Matar Sarr,MID,Spurs,2.0,0,0,0,0,0.0,499,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,21294,0,,,0.0,0,436,1989,1553,48,True,0
Pascal Groß,MID,Brighton,0.0,0,0,0,0,0.0,125,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,2766,0,1,2,0.0,0,-37,0,37,65,False,0
Patson Daka,FWD,Leicester,0.0,0,0,0,0,0.0,289,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,11880,0,1,1,0.0,0,242,1437,1195,48,False,0
Paul Onuachu,FWD,Southampton,0.3,0,0,-3,0,0.0,470,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,1,8,0,0,0,0,10,0,22309,0,0,1,0.0,0,2235,4421,2186,49,True,1
Pau Torres,DEF,Aston Villa,2.0,0,0,0,0,0.0,52,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,199303,0,,,0.0,0,-13739,5351,19090,45,False,0
Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,0,0.0,561,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,156228,0,0,0,0.0,0,-4884,1350,6234,40,True,0
Pedro Lomba Neto,MID,Chelsea,2.0,0,0,0,0,0.0,560,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,70829,0,,,0.0,0,17494,20581,3087,62,False,0
Pedro Porro,DEF,Spurs,1.7,0,0,0,0,0.0,495,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,2987001,0,,,0.0,0,-123964,60224,184188,55,True,0
Pervis Estupiñán,DEF,Brighton,-0.2,0,0,3,0,0.0,122,0.02,0.02,0.00,1.60,94,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,12,0,0,0,0,10,0,55305,1,1,2,0.0,1,-2504,5039,7543,50,False,0
Philip Billing,MID,Bournemouth,-1.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,5682,0,1,2,0.0,0,-60,324,384,48,True,0
Phil Foden,MID,Man City,3.8,0,0,20,0,0.0,348,0.69,1.00,0.31,1.77,91,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,3,0,0,0,0,10,0,837152,1,1,2,0.0,2,-60185,44413,104598,93,False,0
Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,0,0.0,490,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,335,0,,,0.0,0,-2,0,2,50,True,0
Radu Drăgușin,DEF,Spurs,0.5,0,0,0,0,0.0,486,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,18008,0,,,0.0,0,723,1500,777,43,True,0
Raheem Sterling,MID,Arsenal,1.5,0,0,0,0,0.0,186,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,105652,0,0,1,0.0,0,-2951,1401,4352,67,False,0
Ramón Sosa,MID,Nott'm Forest,0.8,0,0,6,0,0.0,620,0.01,0.04,0.03,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,1,19,0,0,0,0,10,0,3851,0,0,3,0.0,1,54,363,309,55,True,0
