name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Gabriel Martinelli Silva,MID,Arsenal,3.8,0,0,2,0,0.0,9,0.06,0.06,0.00,0.52,96,1,0,0.0,0.0,2024-11-02T12:30:00Z,60,15,0,0,0,0,10,0,419765,1,0,1,0.0,2,-7740,46051,53791,70,False,0
Garang Kuol,MID,Newcastle,-1.0,0,0,0,0,0.0,406,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,5220,0,0,1,0.0,0,140,445,305,45,True,0
Gavin Bazunu,GK,Southampton,0.0,0,0,0,0,0.0,454,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,12355,0,0,1,0.0,0,-481,74,555,43,True,0
George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,3629,0,0,3,0.0,0,-171,0,171,45,False,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,8997,0,1,1,0.0,0,-430,0,430,40,True,0
George Hirst,FWD,Ipswich,3.2,0,0,-2,0,0.0,272,0.01,0.01,0.00,1.52,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,15,11,0,0,0,0,10,0,8296,0,1,1,0.0,0,5003,5957,954,54,True,1
Georginio Rutter,MID,Brighton,5.0,0,0,8,0,0.0,618,0.02,0.35,0.33,1.60,94,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,12,0,0,0,0,10,0,160134,1,1,2,0.0,2,46612,66553,19941,55,False,0
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,0,0.0,493,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,3503,0,,,0.0,0,-90,0,90,49,True,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,1.8,1,0,15,0,0.0,548,0.05,0.05,0.00,0.26,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,13,7,0,0,0,0,10,0,7006,0,1,2,0.0,4,-32,343,375,53,True,0
Guglielmo Vicario,GK,Spurs,2.0,0,0,0,0,0.0,508,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,380595,0,,,0.0,0,-12344,5305,17649,50,True,0
Guido Rodríguez,MID,West Ham,1.5,0,0,-1,0,0.0,588,0.01,0.01,0.00,1.47,97,1,0,0.0,0.0,2024-11-02T15:00:00Z,45,16,0,0,0,0,10,0,8419,1,0,3,0.0,0,21,415,394,49,False,1
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,277,0,,,0.0,0,4,14,10,49,False,0
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,0,0.0,67,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,7322,0,1,2,0.0,0,-380,0,380,45,True,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,0,0.0,287,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,43934,0,1,1,0.0,0,-3823,661,4484,44,False,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,4788,0,,,0.0,0,-212,0,212,45,True,0
Harrison Armstrong,MID,Everton,0.5,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,23512,0,0,1,0.0,0,-449,1018,1467,45,False,0
Harrison Reed,MID,Fulham,0.2,0,0,0,0,0.0,254,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,3938,0,,,0.0,0,-70,128,198,48,True,0
Harry Amass,DEF,Man Utd,-0.5,0,0,0,0,0.0,670,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,557,0,,,0.0,0,357,402,45,40,True,0
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,3859,0,1,1,0.0,0,-180,541,721,40,True,0
Harry Maguire,DEF,Man Utd,-0.1,0,0,0,0,0.0,377,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,48272,0,,,0.0,0,-3410,76,3486,49,True,0
Harry Souttar,DEF,Leicester,0.0,0,0,0,0,0.0,303,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,1100,0,1,1,0.0,0,-34,0,34,40,False,0
Harry Toffolo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,444,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,6181,0,0,3,0.0,0,-111,89,200,43,True,0
Harry Wilson,MID,Fulham,0.5,0,0,0,0,0.0,259,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,11780,0,,,0.0,0,-67,487,554,52,True,0
Harry Winks,MID,Leicester,2.2,0,0,17,0,0.0,309,0.02,0.10,0.08,0.99,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,10,0,0,0,0,10,0,1412876,1,1,1,0.0,2,25379,79544,54165,45,False,0
Harvey Barnes,MID,Newcastle,0.8,0,0,6,0,0.0,392,0.41,0.41,0.00,0.36,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,5,1,0,0,0,0,10,0,320540,0,0,1,0.0,1,-53291,17312,70603,64,True,0
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,307,0,1,2,0.0,0,185,204,19,40,True,0
Harvey Elliott,MID,Liverpool,0.0,0,0,0,0,0.0,319,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,24838,0,1,2,0.0,0,-1066,25,1091,52,True,0
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,549,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,829,0,2,2,0.0,0,-26,0,26,45,True,0
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,28534,0,2,2,0.0,0,-2713,40,2753,61,True,0
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,446,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,177462,0,0,3,0.0,0,-14999,0,14999,45,True,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,345958,0,,,0.0,0,-7944,1594,9538,40,False,0
Ian Maatsen,DEF,Aston Villa,0.0,0,0,0,0,0.0,45,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,184338,0,,,0.0,0,-9793,2229,12022,47,False,0
Ibrahima Konaté,DEF,Liverpool,3.2,0,0,-1,0,0.0,326,0.00,0.37,0.37,0.78,94,1,0,0.0,0.0,2024-11-02T15:00:00Z,45,5,0,0,0,0,10,0,1566424,1,1,2,0.0,1,148287,201061,52774,53,True,0
Ibrahim Osman,MID,Brighton,0.0,0,0,0,0,0.0,127,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,420,0,1,2,0.0,0,-6,0,6,50,False,0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,114483,0,0,3,0.0,0,-6271,3443,9714,44,True,0
Idrissa Gueye,MID,Everton,2.5,0,0,10,0,0.0,222,0.11,0.14,0.03,0.69,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,17,0,0,0,0,10,0,5957,1,0,1,0.0,2,285,633,348,49,False,0
Igor Julio dos Santos de Paulo,DEF,Brighton,0.8,0,0,7,0,0.0,128,0.01,0.01,0.00,1.60,94,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,12,0,0,0,0,10,0,10716,1,1,2,0.0,1,-399,423,822,44,False,0
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,0,0.0,107,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,1930,0,,,0.0,0,-42,53,95,59,False,0
Iliman Ndiaye,FWD,Everton,4.3,0,0,7,1,0.0,232,0.00,0.07,0.07,0.43,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,61,17,0,0,0,0,10,0,150162,1,0,1,0.0,2,1932,17657,15725,54,False,0
Ilkay Gündogan,MID,Man City,3.5,1,0,25,0,0.0,625,0.23,0.23,0.00,1.77,91,2,0,0.0,0.0,2024-11-02T15:00:00Z,84,3,0,0,0,0,10,0,69806,1,1,2,0.0,5,-8252,6717,14969,65,False,0
Illia Zabarnyi,DEF,Bournemouth,2.0,0,0,13,0,0.0,85,0.00,0.00,0.00,1.80,91,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,13,0,0,0,0,10,0,38197,1,1,2,0.0,2,-987,2425,3412,44,True,0
Imari Samuels,DEF,Brighton,-1.0,0,0,0,0,0.0,663,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,3530,0,1,2,0.0,0,702,999,297,40,False,0
Isaac Hayden,MID,Newcastle,-1.0,0,0,0,0,0.0,400,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,8837,0,0,1,0.0,0,114,582,468,45,True,0
Ismaïla Sarr,MID,Crystal Palace,1.8,0,0,12,0,0.0,585,0.03,0.55,0.52,1.39,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,77,20,0,0,0,0,10,0,20933,1,1,2,0.0,2,1314,2530,1216,57,False,0
Ismeal Kabia,MID,Arsenal,1.0,0,0,0,0,0.0,659,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,1307,0,0,1,0.0,0,56,177,121,45,False,0
Issa Diop,DEF,Fulham,0.0,0,0,0,0,0.0,245,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,25389,0,,,0.0,0,-194,581,775,44,True,0
Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,601,0,1,2,0.0,0,-17,0,17,45,False,0
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,108,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,141805,0,,,0.0,0,-2360,0,2360,73,False,0
Jack Clarke,MID,Ipswich,1.2,0,0,4,0,0.0,631,0.00,0.00,0.00,1.52,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,16,11,0,0,0,0,10,0,4613,0,1,1,0.0,1,-220,447,667,55,True,0
Jack Fletcher,MID,Man Utd,-0.5,0,0,0,0,0.0,667,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,513,0,,,0.0,0,142,211,69,45,True,0
Jack Grealish,MID,Man City,0.0,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,25227,0,1,2,0.0,0,-7452,153,7605,64,False,0
Jack Harrison,MID,Everton,2.7,0,0,-3,0,0.0,224,0.00,0.13,0.13,0.26,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,28,17,0,0,0,0,10,0,16755,0,0,1,0.0,1,1953,3038,1085,53,False,0
Jack Hinshelwood,MID,Brighton,0.5,0,0,14,0,0.0,126,0.02,0.02,0.00,1.60,94,2,0,0.0,0.0,2024-11-02T15:00:00Z,87,12,0,0,0,0,10,0,14170,1,1,2,0.0,2,-3282,275,3557,50,False,0
Jack Stephens,DEF,Southampton,1.5,0,0,29,1,0.0,472,0.03,0.03,0.00,0.62,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,78,8,0,0,0,0,10,0,64275,1,0,1,0.0,6,-93,1549,1642,40,True,0
Jack Taylor,MID,Ipswich,0.0,0,0,0,0,0.0,281,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,2723,0,1,1,0.0,0,-319,45,364,48,True,0
Jacob Greaves,DEF,Ipswich,0.0,0,0,0,0,0.0,270,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,476444,0,1,1,0.0,0,-59416,486,59902,41,True,0
Jacob Murphy,MID,Newcastle,0.4,0,0,0,0,0.0,402,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,40405,0,0,1,0.0,0,-6359,640,6999,51,True,0
Jacob Ramsey,MID,Aston Villa,1.0,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,35640,0,,,0.0,0,-1155,1965,3120,54,False,0
Jaden Philogene,MID,Aston Villa,-0.3,0,0,0,0,0.0,569,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,4505,0,,,0.0,0,15,215,200,53,False,0
Jadon Sancho,MID,Chelsea,0.0,0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,143404,0,,,0.0,0,-100933,596,101529,63,False,0
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,0,0.0,61,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,16547,0,1,2,0.0,0,-1007,0,1007,45,True,0
Jake O'Brien,DEF,Everton,0.5,0,0,0,0,0.0,582,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,17515,0,0,1,0.0,0,-477,485,962,47,False,0
Jakub Kiwior,DEF,Arsenal,1.5,0,0,0,0,0.0,8,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,17175,0,0,1,0.0,0,567,1434,867,48,False,0
Jakub Moder,MID,Brighton,-0.8,0,0,4,0,0.0,137,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,3,12,0,0,0,0,10,0,110651,0,1,2,0.0,1,1710,10616,8906,44,False,0
Jakub Stolarczyk,GK,Leicester,0.0,0,0,0,0,0.0,304,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,4669,0,1,1,0.0,0,-10,153,163,40,False,0
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,407,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,486,0,0,1,0.0,0,0,34,34,45,True,0
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,408,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,22535,0,0,1,0.0,0,-1142,0,1142,40,True,0
James Bree,DEF,Southampton,-0.3,0,0,0,0,0.0,457,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,21697,0,0,1,0.0,0,4050,4806,756,39,True,0
James Garner,MID,Everton,0.0,0,0,0,0,0.0,223,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,1748,0,0,1,0.0,0,-156,15,171,50,False,0
James Hill,DEF,Bournemouth,-1.0,0,0,0,0,0.0,68,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,38411,0,1,2,0.0,0,174,1774,1600,40,True,0
James Justin,DEF,Leicester,3.0,0,0,0,0,0.0,295,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,519527,0,1,1,0.0,0,4033,42735,38702,46,False,0
James Maddison,MID,Spurs,4.5,0,0,0,0,0.0,494,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,718936,0,,,0.0,0,-55391,44454,99845,76,True,0
James McAtee,MID,Man City,1.0,0,0,0,0,0.0,357,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,4625,0,1,2,0.0,0,-29,326,355,47,False,0
James McConnell,MID,Liverpool,1.0,0,0,0,0,0.0,330,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,5515,0,1,2,0.0,0,1042,1451,409,44,True,0
James Milner,MID,Brighton,0.0,0,0,0,0,0.0,134,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,5142,0,1,2,0.0,0,-246,24,270,50,False,0
James Tarkowski,DEF,Everton,4.5,0,0,14,0,0.0,236,0.45,0.47,0.02,0.69,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,17,0,0,0,0,10,0,166420,1,0,1,0.0,1,15191,22693,7502,48,False,1
James Ward-Prowse,MID,Nott'm Forest,0.0,0,0,0,0,0.0,531,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,62709,0,0,3,0.0,0,-6878,99,6977,62,True,0
Jamie Vardy,FWD,Leicester,5.2,1,0,18,0,0.0,306,0.25,0.30,0.05,0.99,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,10,0,0,0,0,10,0,1251516,1,1,1,0.0,5,62022,111404,49382,57,False,0
Jan Paul van Hecke,DEF,Brighton,-0.2,0,0,10,0,0.0,144,0.01,0.05,0.04,1.60,94,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,12,0,0,0,0,10,0,56848,1,1,2,0.0,1,-2097,1959,4056,45,False,0
Jannik Vestergaard,DEF,Leicester,0.5,0,0,13,0,0.0,307,0.02,0.02,0.00,0.99,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,10,0,0,0,0,10,0,208822,1,1,1,0.0,2,-14357,1433,15790,40,False,0
Jan Bednarek,DEF,Southampton,1.5,0,0,28,1,0.0,455,0.01,0.01,0.00,1.47,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,8,0,0,0,0,10,0,344771,1,0,1,0.0,5,8536,20188,11652,40,True,1
Jarell Quansah,DEF,Liverpool,1.0,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,105645,0,1,2,0.0,0,-5829,2926,8755,40,True,0
Jarrad Branthwaite,DEF,Everton,1.0,0,0,3,0,0.0,219,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,2,17,0,0,0,0,10,0,85233,0,0,1,0.0,1,7083,9381,2298,48,False,0
Jarrod Bowen,MID,West Ham,5.8,0,0,15,0,0.0,514,0.08,0.11,0.03,2.08,97,3,0,0.0,0.0,2024-11-02T15:00:00Z,90,16,0,0,0,0,10,0,739500,1,0,3,0.0,2,143729,171844,28115,74,False,0
Jason Steele,GK,Brighton,-1.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,143602,0,1,2,0.0,0,-8025,1361,9386,43,False,0
Jayden Meghoma,DEF,Brentford,0.0,0,0,0,0,0.0,649,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,3928,0,,,0.0,0,49,279,230,40,False,0
Jay Stansfield,FWD,Fulham,0.0,0,0,0,0,0.0,256,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,4819,0,,,0.0,0,-206,0,206,50,True,0
Jean-Clair Todibo,DEF,West Ham,1.0,0,0,3,0,0.0,591,0.00,0.00,0.00,2.08,97,3,0,0.0,0.0,2024-11-02T15:00:00Z,90,16,0,0,0,0,10,0,32749,1,0,3,0.0,1,-769,573,1342,44,False,0
Jean-Philippe Mateta,FWD,Crystal Palace,3.0,0,0,1,0,0.0,207,0.03,0.37,0.34,0.51,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,54,20,0,0,0,0,10,0,337002,1,0,0,0.0,1,13109,34430,21321,73,False,0
Jean-Ricner Bellegarde,MID,Wolves,1.5,0,0,3,0,0.0,535,0.00,0.00,0.00,1.48,100,1,0,0.0,0.0,2024-11-02T17:30:00Z,16,7,0,0,0,0,10,0,8018,0,2,2,0.0,1,-671,491,1162,50,True,0
Jefferson Lerma Solís,MID,Crystal Palace,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,5583,0,2,2,0.0,0,-626,130,756,48,False,0
Jeffrey Schlupp,MID,Crystal Palace,0.2,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,7471,0,1,2,0.0,0,133,640,507,47,False,0
Jenson Metcalfe,MID,Everton,0.0,0,0,0,0,0.0,614,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,546,0,0,1,0.0,0,-14,0,14,45,False,0
Jens Cajuste,MID,Ipswich,0.5,0,0,2,0,0.0,619,0.00,0.00,0.00,1.52,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,9,11,0,0,0,0,10,0,5802,0,1,1,0.0,0,1279,1713,434,45,True,1
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,0,0.0,141,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,1247,0,1,2,0.0,0,-29,0,29,49,False,0
Jesper Lindstrøm,MID,Everton,1.3,0,0,20,0,0.0,577,0.14,0.23,0.09,0.69,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,87,17,0,0,0,0,10,0,6729,1,0,1,0.0,2,-158,167,325,51,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,4743,0,2,2,0.0,0,-325,0,325,45,False,0
Jhon Durán,FWD,Aston Villa,0.3,0,0,0,0,0.0,38,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,481125,0,,,0.0,0,-122254,17390,139644,61,False,0
Joachim Andersen,DEF,Fulham,-0.2,0,0,0,0,0.0,191,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,755247,0,,,0.0,0,-32126,8011,40137,43,True,0
Joelinton Cássio Apolinário de Lira,MID,Newcastle,1.5,0,0,6,1,0.0,403,0.01,0.22,0.21,1.11,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,90,1,0,0,0,0,10,0,151498,1,0,1,0.0,3,-7071,4029,11100,60,True,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,10739,0,2,2,0.0,0,-566,155,721,43,False,0
Joe Aribo,MID,Southampton,2.7,0,0,4,0,0.0,452,0.00,0.04,0.04,1.23,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,45,8,0,0,0,0,10,0,6987,0,0,1,0.0,1,168,1054,886,49,True,0
Joe Gauci,GK,Aston Villa,-0.5,0,0,0,0,0.0,39,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,92868,0,,,0.0,0,-798,1538,2336,40,False,0
Joe Gomez,DEF,Liverpool,1.5,0,0,8,0,0.0,322,0.00,0.30,0.30,0.22,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,45,5,0,0,0,0,10,0,44768,0,1,2,0.0,1,-411,1431,1842,48,True,0
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,551,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,27446,0,2,2,0.0,0,-1233,0,1233,45,True,0
Joe Lumley,GK,Southampton,-0.5,0,0,0,0,0.0,466,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,30556,0,0,1,0.0,0,-276,324,600,40,True,0
Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,18688,0,0,1,0.0,0,-788,0,788,45,True,0
Joe Willock,MID,Newcastle,0.2,0,0,8,1,0.0,420,0.02,0.07,0.05,0.68,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,64,1,0,0,0,0,10,0,21137,1,0,1,0.0,2,-1176,904,2080,48,True,1
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,2678,0,0,3,0.0,0,-84,0,84,45,True,0
